theta_deg,c2X_position_mm,gap_position_mm,c2X_velocity_mm_per_deg,gap_velocity_mm_per_deg
2.509009009009009006e+01,2.358252578764465923e+01,1.104188883237051044e+01,-8.790521352563945845e-01,9.023474397532305069e-02
2.513513513513513331e+01,2.354300248726091738e+01,1.104595837177119044e+01,-8.757853223697746881e-01,9.045286421550768896e-02
2.518018018018018012e+01,2.350362594687902984e+01,1.105003774436260855e+01,-8.725359702926774874e-01,9.067133783650935253e-02
2.522522522522522337e+01,2.346439538278944426e+01,1.105412696608885526e+01,-8.693039542965749211e-01,9.089016599495415571e-02
2.527027027027027017e+01,2.342531001687593673e+01,1.105822605294620331e+01,-8.660891507634919106e-01,9.110934985116236895e-02
2.531531531531531343e+01,2.338636907656589514e+01,1.106233502098327826e+01,-8.628914371741609468e-01,9.132889056916475290e-02
2.536036036036036023e+01,2.334757179478103595e+01,1.106645388630122362e+01,-8.597106920963212273e-01,9.154878931671894815e-02
2.540540540540540349e+01,2.330891740988876037e+01,1.107058266505386790e+01,-8.565467951731662311e-01,9.176904726532564283e-02
2.545045045045045029e+01,2.327040516565391925e+01,1.107472137344789331e+01,-8.533996271119328458e-01,9.198966559024521206e-02
2.549549549549549354e+01,2.323203431119118179e+01,1.107887002774300633e+01,-8.502690696726311614e-01,9.221064547051417704e-02
2.554054054054054035e+01,2.319380410091781286e+01,1.108302864425211531e+01,-8.471550056569120413e-01,9.243198808896194163e-02
2.558558558558558360e+01,2.315571379450704725e+01,1.108719723934148327e+01,-8.440573188970764695e-01,9.265369463222730695e-02
2.563063063063063041e+01,2.311776265684188303e+01,1.109137582943092148e+01,-8.409758942452134622e-01,9.287576629077545776e-02
2.567567567567567366e+01,2.307994995796940074e+01,1.109556443099394585e+01,-8.379106175624774222e-01,9.309820425891461582e-02
2.572072072072072046e+01,2.304227497305553740e+01,1.109976306055796513e+01,-8.348613757084912823e-01,9.332100973481319284e-02
2.576576576576576372e+01,2.300473698234035069e+01,1.110397173470443555e+01,-8.318280565308848740e-01,9.354418392051670750e-02
2.581081081081081052e+01,2.296733527109375572e+01,1.110819047006905613e+01,-8.288105488549557531e-01,9.376772802196485512e-02
2.585585585585585378e+01,2.293006912957169874e+01,1.111241928334193219e+01,-8.258087424734589233e-01,9.399164324900875778e-02
2.590090090090090058e+01,2.289293785297282469e+01,1.111665819126775467e+01,-8.228225281365206811e-01,9.421593081542821435e-02
2.594594594594594383e+01,2.285594074139557463e+01,1.112090721064597965e+01,-8.198517975416744763e-01,9.444059193894904780e-02
2.599099099099099064e+01,2.281907709979570242e+01,1.112516635833100409e+01,-8.168964433240156753e-01,9.466562784126063279e-02
2.603603603603603389e+01,2.278234623794432068e+01,1.112943565123234357e+01,-8.139563590464798937e-01,9.489103974803315966e-02
2.608108108108108070e+01,2.274574747038624878e+01,1.113371510631482053e+01,-8.110314391902333497e-01,9.511682888893564780e-02
2.612612612612612395e+01,2.270928011639893640e+01,1.113800474059872947e+01,-8.081215791451850095e-01,9.534299649765314022e-02
2.617117117117117076e+01,2.267294349995168545e+01,1.114230457116003414e+01,-8.052266752006063122e-01,9.556954381190496672e-02
2.621621621621621401e+01,2.263673694966538719e+01,1.114661461513053986e+01,-8.023466245358692461e-01,9.579647207346227156e-02
2.626126126126126081e+01,2.260065979877261100e+01,1.115093488969807822e+01,-7.994813252112938917e-01,9.602378252816601290e-02
2.630630630630630407e+01,2.256471138507812668e+01,1.115526541210669720e+01,-7.966306761591024355e-01,9.625147642594521213e-02
2.635135135135135087e+01,2.252889105091985300e+01,1.115960619965682810e+01,-7.937945771744869816e-01,9.647955502083470358e-02
2.639639639639639412e+01,2.249319814313014732e+01,1.116395726970549696e+01,-7.909729289067787272e-01,9.670801957099373070e-02
2.644144144144144093e+01,2.245763201299756417e+01,1.116831863966648797e+01,-7.881656328507254949e-01,9.693687133872402883e-02
2.648648648648648418e+01,2.242219201622894786e+01,1.117269032701054599e+01,-7.853725913378715173e-01,9.716611159048815782e-02
2.653153153153153099e+01,2.238687751291192995e+01,1.117707234926555060e+01,-7.825937075280418043e-01,9.739574159692822308e-02
2.657657657657657424e+01,2.235168786747783898e+01,1.118146472401671510e+01,-7.798288854009240989e-01,9.762576263288406941e-02
2.662162162162162105e+01,2.231662244866489786e+01,1.118586746890677652e+01,-7.770780297477515308e-01,9.785617597741239071e-02
2.666666666666666430e+01,2.228168062948191519e+01,1.119028060163617866e+01,-7.743410461630870767e-01,9.808698291380507639e-02
2.671171171171171110e+01,2.224686178717224294e+01,1.119470413996326386e+01,-7.716178410366986151e-01,9.831818472960833499e-02
2.675675675675675436e+01,2.221216530317817117e+01,1.119913810170447732e+01,-7.689083215455363440e-01,9.854978271664138756e-02
2.680180180180180116e+01,2.217759056310559629e+01,1.120358250473454120e+01,-7.662123956457977947e-01,9.878177817101567448e-02
2.684684684684684441e+01,2.214313695668915472e+01,1.120803736698666597e+01,-7.635299720650919886e-01,9.901417239315392360e-02
2.689189189189189122e+01,2.210880387775761236e+01,1.121250270645272984e+01,-7.608609602946918571e-01,9.924696668780928765e-02
2.693693693693693447e+01,2.207459072419965196e+01,1.121697854118348658e+01,-7.582052705818780325e-01,9.948016236408468993e-02
2.698198198198198128e+01,2.204049689792998734e+01,1.122146488928875740e+01,-7.555628139223721229e-01,9.971376073545235030e-02
2.702702702702702453e+01,2.200652180485581155e+01,1.122596176893762454e+01,-7.529335020528589162e-01,9.994776311977299210e-02
2.707207207207207134e+01,2.197266485484360388e+01,1.123046919835863378e+01,-7.503172474435940709e-01,1.001821708393157290e-01
2.711711711711711459e+01,2.193892546168622815e+01,1.123498719583999161e+01,-7.477139632910995148e-01,1.004169852207775354e-01
2.716216216216216139e+01,2.190530304307040055e+01,1.123951577972976779e+01,-7.451235635109413336e-01,1.006522075953032030e-01
2.720720720720720465e+01,2.187179702054445585e+01,1.124405496843609242e+01,-7.425459627305944776e-01,1.008878392985050609e-01
2.725225225225225145e+01,2.183840681948642981e+01,1.124860478042736034e+01,-7.399810762823857413e-01,1.011238816704830568e-01
2.729729729729729470e+01,2.180513186907247913e+01,1.125316523423242998e+01,-7.374288201965228939e-01,1.013603360558447547e-01
2.734234234234234151e+01,2.177197160224559269e+01,1.125773634844083482e+01,-7.348891111941997512e-01,1.015972038037256803e-01
2.738738738738738476e+01,2.173892545568462253e+01,1.126231814170297696e+01,-7.323618666807837352e-01,1.018344862678092766e-01
2.743243243243243157e+01,2.170599286977360620e+01,1.126691063273034210e+01,-7.298470047390797077e-01,1.020721848063476933e-01
2.747747747747747482e+01,2.167317328857144076e+01,1.127151384029569847e+01,-7.273444441226731838e-01,1.023103007821818400e-01
2.752252252252252163e+01,2.164046615978175936e+01,1.127612778323331000e+01,-7.248541042493468201e-01,1.025488355627623138e-01
2.756756756756756488e+01,2.160787093472319853e+01,1.128075248043914058e+01,-7.223759051945743970e-01,1.027877905201698555e-01
2.761261261261261168e+01,2.157538706829991071e+01,1.128538795087106372e+01,-7.199097676850886307e-01,1.030271670311362769e-01
2.765765765765765494e+01,2.154301401897235380e+01,1.129003421354907566e+01,-7.174556130925213715e-01,1.032669664770652224e-01
2.770270270270270174e+01,2.151075124872841826e+01,1.129469128755549789e+01,-7.150133634271176319e-01,1.035071902440532210e-01
2.774774774774774500e+01,2.147859822305476385e+01,1.129935919203520100e+01,-7.125829413315188932e-01,1.037478397229107813e-01
2.779279279279279180e+01,2.144655441090849024e+01,1.130403794619581070e+01,-7.101642700746187975e-01,1.039889163091836377e-01
2.783783783783783505e+01,2.141461928468907416e+01,1.130872756930791390e+01,-7.077572735454885633e-01,1.042304214031738868e-01
2.788288288288288186e+01,2.138279232021053744e+01,1.131342808070529493e+01,-7.053618762473673476e-01,1.044723564099616225e-01
2.792792792792792511e+01,2.135107299667395964e+01,1.131813949978512568e+01,-7.029780032917272159e-01,1.047147227394262664e-01
2.797297297297297192e+01,2.131946079664016835e+01,1.132286184600820356e+01,-7.006055803923965097e-01,1.049575218062683418e-01
2.801801801801801517e+01,2.128795520600277058e+01,1.132759513889915581e+01,-6.982445338597578210e-01,1.052007550300310679e-01
2.806306306306306197e+01,2.125655571396138299e+01,1.133233939804666335e+01,-6.958947905950038093e-01,1.054444238351223556e-01
2.810810810810810878e+01,2.122526181299518200e+01,1.133709464310367920e+01,-6.935562780844628517e-01,1.056885296508365685e-01
2.815315315315315203e+01,2.119407299883664564e+01,1.134186089378764883e+01,-6.912289243939850891e-01,1.059330739113766989e-01
2.819819819819819884e+01,2.116298877044556193e+01,1.134663816988073570e+01,-6.889126581633910895e-01,1.061780580558766979e-01
2.824324324324324209e+01,2.113200862998334273e+01,1.135142649123003800e+01,-6.866074086009852362e-01,1.064234835284233877e-01
2.828828828828828890e+01,2.110113208278750108e+01,1.135622587774781422e+01,-6.843131054781274036e-01,1.066693517780791384e-01
2.833333333333333215e+01,2.107035863734641978e+01,1.136103634941171237e+01,-6.820296791238652512e-01,1.069156642589043638e-01
2.837837837837837895e+01,2.103968780527436522e+01,1.136585792626498481e+01,-6.797570604196290223e-01,1.071624224299799893e-01
2.842342342342342221e+01,2.100911910128668580e+01,1.137069062841672817e+01,-6.774951807939804116e-01,1.074096277554303369e-01
2.846846846846846901e+01,2.097865204317533738e+01,1.137553447604210177e+01,-6.752439722174241599e-01,1.076572817044458841e-01
2.851351351351351227e+01,2.094828615178453646e+01,1.138038948938255857e+01,-6.730033671972733833e-01,1.079053857513063291e-01
2.855855855855855907e+01,2.091802095098672609e+01,1.138525568874607785e+01,-6.707732987725741891e-01,1.081539413754035311e-01
2.860360360360360232e+01,2.088785596765872299e+01,1.139013309450739442e+01,-6.685537005090848028e-01,1.084029500612648800e-01
2.864864864864864913e+01,2.085779073165810971e+01,1.139502172710822414e+01,-6.663445064943099849e-01,1.086524132985764585e-01
2.869369369369369238e+01,2.082782477579983649e+01,1.139992160705750912e+01,-6.641456513325900701e-01,1.089023325822064958e-01
2.873873873873873919e+01,2.079795763583306112e+01,1.140483275493163973e+01,-6.619570701402448520e-01,1.091527094122290570e-01
2.878378378378378244e+01,2.076818885041819129e+01,1.140975519137469796e+01,-6.597786985407680937e-01,1.094035452939476211e-01
2.882882882882882924e+01,2.073851796110413304e+01,1.141468893709869192e+01,-6.576104726600786599e-01,1.096548417379188123e-01
2.887387387387387250e+01,2.070894451230578071e+01,1.141963401288378854e+01,-6.554523291218178338e-01,1.099066002599764641e-01
2.891891891891891930e+01,2.067946805128169885e+01,1.142459043957855691e+01,-6.533042050427039227e-01,1.101588223812555167e-01
2.896396396396396256e+01,2.065008812811202077e+01,1.142955823810020277e+01,-6.511660380279336025e-01,1.104115096282162339e-01
2.900900900900900936e+01,2.062080429567651763e+01,1.143453742943481188e+01,-6.490377661666327791e-01,1.106646635326685169e-01
2.905405405405405261e+01,2.059161610963295175e+01,1.143952803463759693e+01,-6.469193280273607405e-01,1.109182856317961902e-01
2.909909909909909942e+01,2.056252312839552943e+01,1.144453007483312845e+01,-6.448106626536572739e-01,1.111723774681818155e-01
2.914414414414414267e+01,2.053352491311364147e+01,1.144954357121558708e+01,-6.427117095596435181e-01,1.114269405898308946e-01
2.918918918918918948e+01,2.050462102765074590e+01,1.145456854504900690e+01,-6.406224087256670030e-01,1.116819765501971401e-01
2.923423423423423273e+01,2.047581103856347440e+01,1.145960501766751882e+01,-6.385427005939939837e-01,1.119374869082069845e-01
2.927927927927927954e+01,2.044709451508090936e+01,1.146465301047560104e+01,-6.364725260645490712e-01,1.121934732282848929e-01
2.932432432432432279e+01,2.041847102908407763e+01,1.146971254494832237e+01,-6.344118264907004923e-01,1.124499370803783010e-01
2.936936936936936959e+01,2.038994015508560054e+01,1.147478364263160167e+01,-6.323605436750883158e-01,1.127068800399831788e-01
2.941441441441441285e+01,2.036150147020957490e+01,1.147986632514244043e+01,-6.303186198655025274e-01,1.129643036881691487e-01
2.945945945945945965e+01,2.033315455417158546e+01,1.148496061416919822e+01,-6.282859977507979643e-01,1.132222096116053678e-01
2.950450450450450290e+01,2.030489898925895886e+01,1.149006653147182355e+01,-6.262626204568613186e-01,1.134805994025858411e-01
2.954954954954954971e+01,2.027673436031112786e+01,1.149518409888212389e+01,-6.242484315426118924e-01,1.137394746590556782e-01
2.959459459459459296e+01,2.024866025470026187e+01,1.150031333830400548e+01,-6.222433749960536442e-01,1.139988369846365174e-01
2.963963963963963977e+01,2.022067626231198290e+01,1.150545427171374691e+01,-6.202473952303625415e-01,1.142586879886531709e-01
2.968468468468468302e+01,2.019278197552633713e+01,1.151060692116023887e+01,-6.182604370800207638e-01,1.145190292861593684e-01
2.972972972972972983e+01,2.016497698919886616e+01,1.151577130876526311e+01,-6.162824457969854341e-01,1.147798624979645132e-01
2.977477477477477308e+01,2.013726090064193031e+01,1.152094745672373044e+01,-6.143133670469063112e-01,1.150411892506598144e-01
2.981981981981981988e+01,2.010963330960612439e+01,1.152613538730395781e+01,-6.123531469053751231e-01,1.153030111766451815e-01
2.986486486486486314e+01,2.008209381826191020e+01,1.153133512284792417e+01,-6.104017318542204196e-01,1.155653299141558704e-01
2.990990990990990994e+01,2.005464203118139821e+01,1.153654668577153153e+01,-6.084590687778381746e-01,1.158281471072893226e-01
2.995495495495495319e+01,2.002727755532029263e+01,1.154177009856487857e+01,-6.065251049595621335e-01,1.160914644060324907e-01
3.000000000000000000e+01,2.000000000000000355e+01,1.154700538379251462e+01,-6.045997880780727973e-01,1.163552834662885949e-01
3.004504504504504325e+01,1.997280897688992241e+01,1.155225256409372037e+01,-6.026830662038423769e-01,1.166196059499049614e-01
3.009009009009009006e+01,1.994570409998984317e+01,1.155751166218276182e+01,-6.007748877956189393e-01,1.168844335247000293e-01
3.013513513513513331e+01,1.991868498561258605e+01,1.156278270084917104e+01,-5.988752016969474123e-01,1.171497678644910917e-01
3.018018018018018012e+01,1.989175125236667085e+01,1.156806570295801073e+01,-5.969839571327226757e-01,1.174156106491223844e-01
3.022522522522522337e+01,1.986490252113929600e+01,1.157336069145014967e+01,-5.951011037057855058e-01,1.176819635644924256e-01
3.027027027027027017e+01,1.983813841507932452e+01,1.157866768934253798e+01,-5.932265913935471646e-01,1.179488283025826451e-01
3.031531531531531343e+01,1.981145855958055080e+01,1.158398671972847005e+01,-5.913603705446559555e-01,1.182162065614849600e-01
3.036036036036036023e+01,1.978486258226497441e+01,1.158931780577787940e+01,-5.895023918756895354e-01,1.184841000454308069e-01
3.040540540540540349e+01,1.975835011296638655e+01,1.159466097073759627e+01,-5.876526064678915251e-01,1.187525104648189112e-01
3.045045045045045029e+01,1.973192078371393876e+01,1.160001623793164427e+01,-5.858109657639337664e-01,1.190214395362446109e-01
3.049549549549549354e+01,1.970557422871598874e+01,1.160538363076150326e+01,-5.839774215647161038e-01,1.192908889825280427e-01
3.054054054054054035e+01,1.967931008434400653e+01,1.161076317270640246e+01,-5.821519260261984741e-01,1.195608605327435625e-01
3.058558558558558360e+01,1.965312798911667613e+01,1.161615488732359758e+01,-5.803344316562661920e-01,1.198313559222485003e-01
3.063063063063063041e+01,1.962702758368407885e+01,1.162155879824865856e+01,-5.785248913116242120e-01,1.201023768927126506e-01
3.067567567567567366e+01,1.960100851081208262e+01,1.162697492919574493e+01,-5.767232581947290271e-01,1.203739251921474296e-01
3.072072072072072046e+01,1.957507041536681314e+01,1.163240330395790600e+01,-5.749294858507458805e-01,1.206460025749356707e-01
3.076576576576576372e+01,1.954921294429930612e+01,1.163784394640735975e+01,-5.731435281645422819e-01,1.209186108018612399e-01
3.081081081081081052e+01,1.952343574663024128e+01,1.164329688049578060e+01,-5.713653393577083905e-01,1.211917516401387895e-01
3.085585585585585378e+01,1.949773847343489308e+01,1.164876213025459251e+01,-5.695948739856117049e-01,1.214654268634438178e-01
3.090090090090090058e+01,1.947212077782808493e+01,1.165423971979526385e+01,-5.678320869344758437e-01,1.217396382519431719e-01
3.094594594594594383e+01,1.944658231494943834e+01,1.165972967330959520e+01,-5.660769334184972967e-01,1.220143875923247606e-01
3.099099099099099064e+01,1.942112274194858657e+01,1.166523201507002128e+01,-5.643293689769833810e-01,1.222896766778288763e-01
3.103603603603603389e+01,1.939574171797064750e+01,1.167074676942989342e+01,-5.625893494715243914e-01,1.225655073082780044e-01
3.108108108108108070e+01,1.937043890414174641e+01,1.167627396082378688e+01,-5.608568310831929526e-01,1.228418812901082291e-01
3.112612612612612395e+01,1.934521396355467715e+01,1.168181361376780281e+01,-5.591317703097714586e-01,1.231188004364000416e-01
3.117117117117117076e+01,1.932006656125473043e+01,1.168736575285985779e+01,-5.574141239630074907e-01,1.233962665669095099e-01
3.121621621621621401e+01,1.929499636422558595e+01,1.169293040277999474e+01,-5.557038491658973234e-01,1.236742815080995594e-01
3.126126126126126081e+01,1.927000304137535736e+01,1.169850758829067416e+01,-5.540009033499968538e-01,1.239528470931714893e-01
3.130630630630630407e+01,1.924508626352275797e+01,1.170409733423709220e+01,-5.523052442527585093e-01,1.242319651620966692e-01
3.135135135135135087e+01,1.922024570338337313e+01,1.170969966554747721e+01,-5.506168299148976875e-01,1.245116375616483195e-01
3.139639639639639412e+01,1.919548103555608876e+01,1.171531460723339713e+01,-5.489356186777821778e-01,1.247918661454334166e-01
3.144144144144144093e+01,1.917079193650954494e+01,1.172094218439007562e+01,-5.472615691808491167e-01,1.250726527739250971e-01
3.148648648648648418e+01,1.914617808456884163e+01,1.172658242219669056e+01,-5.455946403590495875e-01,1.253539993144946740e-01
3.153153153153153099e+01,1.912163915990222307e+01,1.173223534591669726e+01,-5.439347914403153128e-01,1.256359076414445552e-01
3.157657657657657424e+01,1.909717484450797542e+01,1.173790098089813405e+01,-5.422819819430538812e-01,1.259183796360404117e-01
3.162162162162162105e+01,1.907278482220137406e+01,1.174357935257393315e+01,-5.406361716736665102e-01,1.262014171865445678e-01
3.166666666666666430e+01,1.904846877860178722e+01,1.174927048646225103e+01,-5.389973207240928987e-01,1.264850221882485304e-01
3.171171171171171110e+01,1.902422640111984009e+01,1.175497440816676864e+01,-5.373653894693768418e-01,1.267691965435067403e-01
3.175675675675675436e+01,1.900005737894476354e+01,1.176069114337702359e+01,-5.357403385652611538e-01,1.270539421617692954e-01
3.180180180180180116e+01,1.897596140303175005e+01,1.176642071786871924e+01,-5.341221289458006893e-01,1.273392609596162572e-01
3.184684684684684441e+01,1.895193816608950144e+01,1.177216315750406039e+01,-5.325107218210038962e-01,1.276251548607908459e-01
3.189189189189189122e+01,1.892798736256785475e+01,1.177791848823206422e+01,-5.309060786744940197e-01,1.279116257962335801e-01
3.193693693693693447e+01,1.890410868864548988e+01,1.178368673608889061e+01,-5.293081612611965081e-01,1.281986757041163882e-01
3.198198198198198128e+01,1.888030184221777219e+01,1.178946792719816727e+01,-5.277169316050461800e-01,1.284863065298769425e-01
3.202702702702702453e+01,1.885656652288469459e+01,1.179526208777131657e+01,-5.261323519967199269e-01,1.287745202262529087e-01
3.207207207207207489e+01,1.883290243193887292e+01,1.180106924410789659e+01,-5.245543849913876233e-01,1.290633187533171133e-01
3.211711711711711814e+01,1.880930927235375805e+01,1.180688942259590846e+01,-5.229829934064915697e-01,1.293527040785117099e-01
3.216216216216216139e+01,1.878578674877178400e+01,1.181272264971215513e+01,-5.214181403195399245e-01,1.296426781766838732e-01
3.220720720720720465e+01,1.876233456749276840e+01,1.181856895202256119e+01,-5.198597890659275578e-01,1.299332430301206875e-01
3.225225225225224790e+01,1.873895243646230213e+01,1.182442835618250854e+01,-5.183079032367755579e-01,1.302244006285845912e-01
3.229729729729729115e+01,1.871564006526031676e+01,1.183030088893717924e+01,-5.167624466767936076e-01,1.305161529693490696e-01
3.234234234234234151e+01,1.869239716508966254e+01,1.183618657712189304e+01,-5.152233834821599023e-01,1.308085020572344881e-01
3.238738738738738476e+01,1.866922344876488182e+01,1.184208544766244664e+01,-5.136906779984262705e-01,1.311014499046439519e-01
3.243243243243243512e+01,1.864611863070097897e+01,1.184799752757545477e+01,-5.121642948184395028e-01,1.313949985315996938e-01
3.247747747747747837e+01,1.862308242690235360e+01,1.185392284396870011e+01,-5.106441987802848859e-01,1.316891499657794062e-01
3.252252252252252163e+01,1.860011455495178012e+01,1.185986142404147614e+01,-5.091303549652496097e-01,1.319839062425526843e-01
3.256756756756756488e+01,1.857721473399951506e+01,1.186581329508492821e+01,-5.076227286958057139e-01,1.322792694050181073e-01
3.261261261261260813e+01,1.855438268475246844e+01,1.187177848448241058e+01,-5.061212855336120198e-01,1.325752415040400145e-01
3.265765765765765138e+01,1.853161812946348164e+01,1.187775701970983988e+01,-5.046259912775354906e-01,1.328718245982858093e-01
3.270270270270270174e+01,1.850892079192066930e+01,1.188374892833603447e+01,-5.031368119616924650e-01,1.331690207542634008e-01
3.274774774774774500e+01,1.848629039743689972e+01,1.188975423802307496e+01,-5.016537138535092089e-01,1.334668320463584246e-01
3.279279279279279535e+01,1.846372667283928948e+01,1.189577297652667021e+01,-5.001766634517967880e-01,1.337652605568727393e-01
3.283783783783783861e+01,1.844122934645885081e+01,1.190180517169649477e+01,-4.987056274848510329e-01,1.340643083760618970e-01
3.288288288288288186e+01,1.841879814812018878e+01,1.190785085147656375e+01,-4.972405729085659920e-01,1.343639776021735011e-01
3.292792792792792511e+01,1.839643280913128720e+01,1.191391004390559161e+01,-4.957814669045660372e-01,1.346642703414858699e-01
3.297297297297296836e+01,1.837413306227337628e+01,1.191998277711734744e+01,-4.943282768783578973e-01,1.349651887083464785e-01
3.301801801801801162e+01,1.835189864179092112e+01,1.192606907934102445e+01,-4.928809704574986794e-01,1.352667348252106772e-01
3.306306306306306197e+01,1.832972928338162077e+01,1.193216897890160588e+01,-4.914395154897813756e-01,1.355689108226811046e-01
3.310810810810810523e+01,1.830762472418655662e+01,1.193828250422023096e+01,-4.900038800414380225e-01,1.358717188395467401e-01
3.315315315315315559e+01,1.828558470278036197e+01,1.194440968381457147e+01,-4.885740323953593478e-01,1.361751610228226772e-01
3.319819819819819884e+01,1.826360895916155158e+01,1.195055054629918700e+01,-4.871499410493339566e-01,1.364792395277892867e-01
3.324324324324324209e+01,1.824169723474282634e+01,1.195670512038591760e+01,-4.857315747142986750e-01,1.367839565180329064e-01
3.328828828828828534e+01,1.821984927234155194e+01,1.196287343488424604e+01,-4.843189023126119874e-01,1.370893141654854208e-01
3.333333333333332860e+01,1.819806481617024119e+01,1.196905551870168516e+01,-4.829118929763384638e-01,1.373953146504650891e-01
3.337837837837837185e+01,1.817634361182718905e+01,1.197525140084413842e+01,-4.815105160455535604e-01,1.377019601617165967e-01
3.342342342342342221e+01,1.815468540628708283e+01,1.198146111041630313e+01,-4.801147410666599114e-01,1.380092528964526610e-01
3.346846846846846546e+01,1.813308994789180773e+01,1.198768467662203285e+01,-4.787245377907249910e-01,1.383171950603941935e-01
3.351351351351351582e+01,1.811155698634121691e+01,1.199392212876473529e+01,-4.773398761718286032e-01,1.386257888678124883e-01
3.355855855855855907e+01,1.809008627268404723e+01,1.200017349624775242e+01,-4.759607263654307974e-01,1.389350365415699118e-01
3.360360360360360232e+01,1.806867755930888109e+01,1.200643880857474777e+01,-4.745870587267517759e-01,1.392449403131623686e-01
3.364864864864864558e+01,1.804733059993517585e+01,1.201271809535010426e+01,-4.732188438091680105e-01,1.395555024227609353e-01
3.369369369369368883e+01,1.802604514960438564e+01,1.201901138627930088e+01,-4.718560523626246228e-01,1.398667251192539929e-01
3.373873873873873208e+01,1.800482096467113280e+01,1.202531871116931939e+01,-4.704986553320607001e-01,1.401786106602898319e-01
3.378378378378378244e+01,1.798365780279446469e+01,1.203164009992903694e+01,-4.691466238558495427e-01,1.404911613123194236e-01
3.382882882882882569e+01,1.796255542292918861e+01,1.203797558256962041e+01,-4.677999292642563978e-01,1.408043793506390806e-01
3.387387387387387605e+01,1.794151358531722096e+01,1.204432518920492257e+01,-4.664585430779044084e-01,1.411182670594338939e-01
3.391891891891891930e+01,1.792053205147909978e+01,1.205068895005190122e+01,-4.651224370062621016e-01,1.414328267318209209e-01
3.396396396396396256e+01,1.789961058420546536e+01,1.205706689543099408e+01,-4.637915829461385364e-01,1.417480606698930667e-01
3.400900900900900581e+01,1.787874894754869715e+01,1.206345905576655220e+01,-4.624659529801973257e-01,1.420639711847628550e-01
3.405405405405404906e+01,1.785794690681453289e+01,1.206986546158722895e+01,-4.611455193754807613e-01,1.423805605966063370e-01
3.409909909909909942e+01,1.783720422855382992e+01,1.207628614352639573e+01,-4.598302545819497045e-01,1.426978312347080835e-01
3.414414414414414267e+01,1.781652068055434768e+01,1.208272113232255407e+01,-4.585201312310370203e-01,1.430157854375051774e-01
3.418918918918919303e+01,1.779589603183259072e+01,1.208917045881974595e+01,-4.572151221342118932e-01,1.433344255526325661e-01
3.423423423423423628e+01,1.777533005262576538e+01,1.209563415396796948e+01,-4.559152002815610727e-01,1.436537539369678596e-01
3.427927927927927954e+01,1.775482251438371861e+01,1.210211224882360170e+01,-4.546203388403798340e-01,1.439737729566769875e-01
3.432432432432432279e+01,1.773437318976103327e+01,1.210860477454981066e+01,-4.533305111537777599e-01,1.442944849872598023e-01
3.436936936936936604e+01,1.771398185260911262e+01,1.211511176241697818e+01,-4.520456907392970680e-01,1.446158924135957646e-01
3.441441441441440929e+01,1.769364827796835016e+01,1.212163324380313512e+01,-4.507658512875423185e-01,1.449379976299906281e-01
3.445945945945945965e+01,1.767337224206039181e+01,1.212816925019436098e+01,-4.494909666608252752e-01,1.452608030402221528e-01
3.450450450450450290e+01,1.765315352228040524e+01,1.213471981318523873e+01,-4.482210108918189828e-01,1.455843110575873733e-01
3.454954954954955326e+01,1.763299189718944859e+01,1.214128496447927397e+01,-4.469559581822263872e-01,1.459085241049494219e-01
3.459459459459459651e+01,1.761288714650688192e+01,1.214786473588932125e+01,-4.456957829014600025e-01,1.462334446147845191e-01
3.463963963963963977e+01,1.759283905110284607e+01,1.215445915933802645e+01,-4.444404595853348461e-01,1.465590750292297129e-01
3.468468468468468302e+01,1.757284739299078780e+01,1.216106826685826192e+01,-4.431899629347704206e-01,1.468854178001307020e-01
3.472972972972972627e+01,1.755291195532005943e+01,1.216769209059355994e+01,-4.419442678145084069e-01,1.472124753890896032e-01
3.477477477477476953e+01,1.753303252236857546e+01,1.217433066279855680e+01,-4.407033492518395157e-01,1.475402502675132177e-01
3.481981981981981988e+01,1.751320887953549743e+01,1.218098401583943868e+01,-4.394671824353403311e-01,1.478687449166622425e-01
3.486486486486486314e+01,1.749344081333401846e+01,1.218765218219437507e+01,-4.382357427136271966e-01,1.481979618276991484e-01
3.490990990990991349e+01,1.747372811138416182e+01,1.219433519445398595e+01,-4.370090055941138196e-01,1.485279035017381954e-01
3.495495495495495675e+01,1.745407056240568977e+01,1.220103308532176634e+01,-4.357869467417869180e-01,1.488585724498942553e-01
3.500000000000000000e+01,1.743446795621098033e+01,1.220774588761456059e+01,-4.345695419779881385e-01,1.491899711933328265e-01
3.504504504504504325e+01,1.741492008369806044e+01,1.221447363426300114e+01,-4.333567672792092429e-01,1.495221022633199393e-01
3.509009009009008651e+01,1.739542673684363194e+01,1.222121635831197040e+01,-4.321485987758983960e-01,1.498549682012723372e-01
3.513513513513512976e+01,1.737598770869612963e+01,1.222797409292106074e+01,-4.309450127512745032e-01,1.501885715588082149e-01
3.518018018018018012e+01,1.735660279336891421e+01,1.223474687136503292e+01,-4.297459856401554812e-01,1.505229148977978715e-01
3.522522522522522337e+01,1.733727178603344399e+01,1.224153472703427781e+01,-4.285514940277953544e-01,1.508580007904149756e-01
3.527027027027027373e+01,1.731799448291252830e+01,1.224833769343527834e+01,-4.273615146487317329e-01,1.511938318191877739e-01
3.531531531531531698e+01,1.729877068127363060e+01,1.225515580419109085e+01,-4.261760243856433372e-01,1.515304105770511334e-01
